Subject Code,Course Title,Description
Chemistry,Organic Chemistry II Lab,perform justify separation techniques used purifying organic compounds determine melting points solid organic compounds obtain ir nmr spectra liquid organic compounds perform microscale organic syntheses involve reflux distillation vacuum filtration techniques calculate percent yieldpercent recovery obtained various organic syntheses separation experiments
Chemistry,Preparatory Chemistry,define basic vocabulary chemistry notation chemistry apply mathematical concepts methods chemical phenomena solution chemical problems understanding basic theories concepts chemistry verbal mathematical graphical representations understanding following laws governing chemical phenomena apply laws solution qualitative quantitative problems conservation mass law definite composition law multiple proportions
Chemistry,General Chemistry,student describe trends main groups periodic system explain intermolecular intramolecular forces describe physical properties liquids gases solutions solid matter explain reactions organic inorganic acids bases redox reactions precipitation explain principles thermodynamics relationship thermodynamics chemical equilibrium explain main principles reaction kinetics describe functional groups organic molecules student carry stoichiometric concentration calculations conduct selected chemical experiments interpret present experimental data generated carry equilibrium calculations anticipate effects external influences systems equilibrium carry acidbase calculations including buffer calculations safe conduct laboratory work accordance regulations health safety environment hse student understanding general chemistry basis pharmacy disciplines
Chemistry,General Chemistry I,define fundamental properties matter classify matter compounds chemical reactions determine basic nuclear electronic structure atoms trends chemical physical properties elements periodic table describe bonding shape simple molecules ions solve stoichiometric problems write chemical formulas write balance equations rules nomenclature name chemical compounds define types characteristics chemical reactions gas laws basics kinetic molecular theory solve gas problems determine role energy physical changes chemical reactions convert units measure dimensional analysis student communicate ideas express feelings support conclusions effectively written oral visual formats habits mind allowing appreciate processes scholars various disciplines quantitative empirical analyze explain natural physical social realms consider different points view work interdependently achieve shared purpose goal
Chemistry,Oligosaccharides and Natural Products,biological role played complex carbohydrates describe current synthetic methodology construction molecules outline different classes secondary metabolites describe biosynthesis carry analysis synthesis potential drug design routes prepare analogue structures ability plan synthesis deliver range compounds drug discovery programme
Chemistry,Chemistry,evaluate chemical physical properties atoms ions chemical bonds lewis structures radioactivity vsepr theory relate trends periodic table predict solve chemical reactions gas behavior octet rule properties solutions stoichiometry dimensional analysis investigate chemical principles analyzing interpreting data obtained performing handson laboratory experiments apply principles chemical energetics intermolecular forces predict chemical physical properties molecules recognize examine structure function biochemical components living organisms basics hydrocarbons functional groups carbohydrates lipids proteins nucleic acids relate biological molecules reallife applications employ effective written communication employ effective oral communication interpret quantitative data mathematical principles effectively core issues solve problems locate disparate information multiple sources demonstrating technological informational literacy critical thinking descriptively analyzing complex issues interpreting diverse perspectives order make conclusive ethical defensible decisions
Chemistry,Preparatory Chemistry,apply mathematical concepts methods chemical phenomena chemical problems awareness origin scientific knowledge realize importance experimental verification knowledge understanding basic theories concepts chemistry verbal mathematical graphical representations safety management qualitative quantitative work ability draw conclusions experiments understanding importance technological advances scientific knowledge
Chemistry,Pharmaceutical Technology and Legislation Ii,student gains fundamental design production control main dosage forms intended parenteral cutaneous administration shehe correlate formulation characteristics biopharmaceutical pharmacokinetic properties shehe manage regulations relevant production marketing medicinal health products well pharmacist practice ethics
Chemistry,General Chemistry and Chemical Analysis II,apply appropriate chemical reactions mathematical relationships solve numerical problems course topics explain chemical concepts writing orally graphical analysis collect data make observations laboratory analyze findings draw valid conclusions
Chemistry,Honors Organic Chem 1 Lab,theoretical background behind basic organic chemistry techniques apply laboratory techniques follow reaction progress isolate purify synthetic organic compounds report results concisely interpret results experiment relate structure small molecule physical chemical properties
Chemistry,Experimental Physical Chemistry II,learn concept error experimental measurements learn calculate report statistical uncertainty observation statistical methods treat error least squares methods analyze data correct technical english prepare clear thorough yet concise reports prepare laboratory report style journal article learn techniques equipment used physical chemistry broad practical applications fields like medical environmental security materials design etc uvvis spectrophotometer measure absorption spectrum conjugated dyes explain spectra terms freeelectron model polarimetry monitor rate reaction raman spectrometer obtain vibrational spectrum molecule determine components unknown mixture ftir spectrometer measure rotationalvibrational spectrum hcl assign transitions lines spectrum determine molecular constants hcl
Chemistry,Molecules and Materials across the Periodic Table,understanding chemistry element relation position periodic table show appreciation periodic trends across period group rationalise compositions structures observed compounds draw unit cells simple crystalline materials calculate atomatom distances lattice enthalpies predict decomposition solubilities bulk properties solids derived crystal structure interaction dorbitals ligands sigmaonly transitionmetal complexes account number unpaired electrons transitionmetal complex explain magnetic electronic properties transitionmetal complexes account distortions transitionmetal complexes regular geometry depending electronic configuration appreciate bonding bond strength role metal complexes optimising catalytic synthesis polymers concepts synthesis structure bonding synthetic organic polymers appreciate properties synthetic polymers contrast solidstate materials including polyalkenes polyesters polyurethanes appreciate experimental techniques understanding structure organic polymers soft materials appreciate chemical industry changed material world live bonding packing molecular properties crystallisation affect macroscopic material properties solidstate materials macromolecules appreciate properties applications everyday substances materials found nature arise fundamental chemical principles structure bonding
Chemistry,CHEMISTRY AND RESTORATION OF PAPER MATERIAL,know chemistry molecules make paper materials degradation know chemistry graphic mediations interact paper media sometimes causing degradation recognition various types paper media direct observation developing choice possible diagnostic investigations paper materials theoretical knowledge restoration conservation techniques paper materials ability discern techniques methodologies could used conservation paper materials
Chemistry,Principles of Chemistry I,gather factual information apply given problem manner relevant clear comprehensive conscious possible bias information selected imagine seek variety possible goals assumptions interpretations perspectives give alternative meanings solutions given situations problems analyze logical connections among facts goals implicit assumptions relevant problem claim generate evaluate implications follow recognize articulate value assumptions underlie affect decisions interpretations analyses evaluations made others understanding scientific theories formulate test hypotheses performing laboratory simulation field experiments least two natural science disciplines communicate experimental findings analyses interpretations orally writing evaluate societal issues natural science perspective ask questions evidence presented make informed judgments sciencerelated topics policies
Chemistry,Introductory Chemistry I,basic units measurements correctly perform unit conversions density calculations proper significant figures including scientific notation calculations describe basics atomic theory including structure atom arrangement electrons basics periodic table nuclear chemistry evaluate forms states matter properties based periodic trends chemical reaction classifications differentiate essential features covalent ionic bonding including naming formulas electron configurations vsepr theory balance chemical equations basic chemical reaction types predict products reactions calculate molar masses calculations involving avogadros number analyzing chemical reaction problems stoichiometric methodologies describe principles gaseous state gas law calculations well intermolecular forces liquids solids properties solutions calculate various concentrations including percent concentrations molarity dilutions describe chemical equilibria including le chateliers principle perform calculations interpretation equilibrium constants describe principles acidbase theories including ph buffers biological importance acids bases demonstrates ability work group collaboratively solve problems perform basic laboratory techniques chemicals scientific glassware instruments precise accurate safe manner analyze chemical data including graphical manipulation formulate meaningful conclusions based chemical data
Chemistry,Basic Organic Chemistry?,ability people culture society observe technological perspective strong sense mission responsibility well high ethical standards linking technology new lifestyle fundamental mathematical knowledge scientific discipline understanding manipulating natural phenomena communication logical reasoning engage dialog various people inside outside japan basic knowledge technology form core field specialization ability solve problems ability acquire new knowledge technology basic knowledge forms core field specialization ability create new values variety perspectives relate knowledge technology fields
Chemistry,Honors Organic Chemistry II,gain understanding organic molecules mechanisms reactions functional groups infrared spectroscopy mass spectrometry determine complete structure compound h c nuclear magnetic resonance spectroscopy name organic molecule observing structure vice versa draw structure organic molecule appropriate common systematic iupac name predict organic products given reactions formulate mechanisms synthesis reactions type organic compound
Chemistry,Gen Chem I,critical thinking include creative thinking innovation inquiry analysis evaluation synthesis information communication include effective development interpretation expression ideas written oral visual communication empirical quantitative include manipulation analysis numerical data observable facts resulting informed conclusions social responsibility include intercultural competence knowledge civic responsibility ability engage effectively regional national global communities teamwork include ability consider different points view work effectively others support shared purpose goal define fundamental properties matter classify matter compounds chemical reactions determine basic nuclear electronic structure atoms trends chemical physical properties elements periodic table describe bonding shape simple molecules ions solve stoichiometric problems write chemical formulas write balance equations rules nomenclature name chemical compounds define types characteristics chemical reactions gas laws basics kinetic molecular theory solve gas problems determine role energy physical changes chemical reactions convert units measure dimensional analysis basic apparatus apply experimental methodologies used chemistry laboratory safe proper handling laboratory equipment chemicals conduct basic laboratory experiments proper laboratory techniques make careful accurate experimental observations relate physical observations measurements theoretical principles interpret laboratory results experimental data reach logical conclusions record experimental work completely accurately laboratory notebooks communicate experimental results clearly written reports design fundamental experiments involving principles chemistry appropriate sources information conducting laboratory experiments involving principles chemistry
Media / Communications,Design Communication and Collaboration,practice team building interpersonal communication public speaking support team presentation critique writing based core principles effective professional writing effective strategies credible academic professional research implement academic research paper create writing based core principles effective professional writing practice interpret generate compose revise reasonable arguments within persuasive writing process
Media / Communications,Public Speaking,read theories strategies designing public speeches ie audience analysis research outlining design visual aids deliver audiencecentered introductory informative persuasive specialoccasion speeches listen critically others speeches provide constructive feedback peers strategies gain confidence design delivery public speeches
Media / Communications,Public Speaking,adapt messages people cultures backgrounds countries research necessary public speaking process sensory aids increase audience understanding retention message organize ideas purposeful cohesive sequence meets audience expectations needs appropriate delivery audience occasion presents convincing arguments reason personal credibility emotion uses evidence appropriate speaker speech occasion includes adequate appropriate verbal footnotes speak confidently front audience utilizing variety delivery eye contact gestures movement vocal variety strategies overcome speech anxiety manage key elements storytelling drawn emotions make speech unforgettable build assertiveness selfconfidence
Media / Communications,Interpersonal Communication,exhibit understanding interpersonal theories principles ability analyze critique verbal nonverbal interactions mediated facetoface contexts perceptual processes relate self others critical thinking ability effectively researching evaluating applying communication theories oral andor written assignments understanding relevance crosscultural cocultural gender age influences human communication ability evaluate apply conflict styles conflict management techniques dyads andor groups types barriers effective listening communicate effectively orally writing emotional intelligence working others utilize conflict management variety situations produce professional visual aids presentation software ability work independently collaboratively time management critical thinking
Media / Communications,Intercultural Encounters in Workplace Contexts,awareness understanding dynamics intercultural encounters working life learn oneself intercultural communicator enhance ones intercultural communication awareness understanding dynamics intercultural encounters working life learn oneself intercultural communicator enhance ones intercultural communication
Media / Communications,Digital Networks for PR,select appropriate digital communication strategies applications platforms given scenarios explain impacts decisionmaking segment target publics ethically digital analytics pr campaign creation apply disciplineappropriate communication creative problemsolving specified professional outcome
Media / Communications,"Message, Media and Political Communication",discuss historical overview media shaping cultural political thought media creating fictional political communication strategy judge benefits media impact political communications describe challenges associated modern media effect political communications examine positive negative uses media various contexts
Media / Communications,Public Speaking,examine apply theoretical principles processes public speaking describe apply components good speech design delivery objectively critique public speaking performances self others explain different types speeches processes critical thinking critical listening recognize speech anxiety employ methods address introductory skill level student learners various communication goals types messages audiences successfully support deliver messages appropriate prescribed situation audience
Media / Communications,Communication 1,determine purpose target audience variety communication tasks select organize information meet needs specific audience make information understandable listeners readers write clear concise grammatically correct sentences paragraphs language effectively appropriate tone written oral communications write instructions describe processes graphics appropriately written oral communications plan organize deliver informative oral presentation workrelated topic
Media / Communications,Public Speaking,understanding foundational models communication apply elements audience analysis ethical speaking listening analyzing presentations evidence logic research deliver extemporaneous speeches effective verbal nonverbal techniques effective usage technology researching andor presenting speeches culture ethnicity gender influence communication proficiency presenting variety speeches individual group eg narrative informative persuasive recognition understanding foundational models communication persuasive speech specific organizational pattern understanding culture ethnicity gender influence communication language persuasive speech social issue communicate effectively orally writing produce professional visual aids presentation software ability work independently collaboratively produce research based evidence construct sound argument critical thinking derive information independent collaborative research analyze relevant primary secondary sources accuracy
Media / Communications,INTRODUCTION TO COMMUNICATION,explain principles human communication affected culture perception listening self concept verbal nonverbal messages evaluate effective listening conversation analyze development growth maintenance interpersonal relationships techniques managing interpersonal conflict apply effective small group communication public speaking employ basic strategies methods persuasion communicate effectively apply problemsolving strategies effectively locate evaluate information effectively build cultural awareness navigate crosscultural differences knowledge behaviors contribute professional success
Media / Communications,Intro to Speech,apply principles human communication including perception verbal communication nonverbal communication listening audience analysis establish maintain relationships interpersonal communication apply small group communication including problem solving group roles leadership styles cohesiveness research organize deliver formal public speeches recognize communicate within diverse environments understanding relevance crosscultural cocultural gender age influences human communication effectively apply communication theories analysis evaluation communication interactions effectively participates dyadic andor group interactions
Media / Communications,Public Speaking,deliver speech appropriate audience purpose context understanding foundational models communication apply elements audience analysis ethical speaking listening analyzing presentations evidence logic research deliver extemporaneous speeches effective verbal nonverbal techniques effective usage technology researching andor presenting speeches culture ethnicity gender influence communication proficiency presenting variety speeches individual group eg narrative informative persuasive communication include effective development interpretation expression ideas written oral visual communication teamwork include ability consider different points view work effectively others support shared purpose goal personal responsibility include ability connect choices actions consequences ethical decisionmaking understanding foundational models communication informative speech approved passing standard institutional rubric apply elements audience analysis ethical speaking listening analyzing presentations evidence logic deliver speech appropriate audience purpose context research deliver extemporaneous speeches effective verbal nonverbal techniques persuasive speech approved passing standard institutional rubric effective usage technology researching andor presenting speeches culture ethnicity gender influence communication proficiency presenting variety speeches individual group eg narrative informative persuasive familiar foundational communication theories models principles guide human interaction across various contexts hone active listening recognizing critical component effective communication principles communication applied various contexts like interpersonal relationships groups organizations cultures mass media
Media / Communications,Intro To Public Speaking,discuss various forms plagiarism addition discuss ethical responsibilities rhetor manipulating audience discuss importance specifying audience purpose selecting appropriate communication choices apply appropriately various modes expression written visual oral communication apply basic principles critical thinking problem solving technical proficiency development exposition argument participate effectively groups emphasis listening critical reflective thinking responding writing speaking processes invention organization drafting revision editing presentation
Media / Communications,Intro. to Speech Communication,apply principles human communication including perception verbal communication nonverbal communication listening audience analysis establish maintain relationships interpersonal communication apply small group communication including problemsolving group roles leadership styles cohesiveness research organize deliver formal public speeches recognize communicate within diverse environments critical thinking include creative thinking innovation inquiry analysis evaluation synthesis information communication include effective development interpretation expression ideas written oral visual communication teamwork include ability consider different points view work effectively others support shared purpose goal personal responsibility include ability connect choices actions consequences ethical decisionmaking apply principles human communication including perception verbal communication nonverbal communication listening audience analysis establish maintain relationships interpersonal communication apply small group communication including problem solving group roles leadership styles cohesiveness research organize deliver formal public speeches recognize communicate within diverse environments familiar foundational communication theories models principles guide human interaction across various contexts hone active listening recognizing critical component effective communication critically engage course material challenging evaluating communication theories relevance realworld scenarios
Media / Communications,Public Speaking,student however speak listen write english employing least high school level vocabulary correct grammar speaking necessary studied student expected apply critical thinking including comparison contrast analysis synthesis include effective development interpretation expression ideas written oral visual communication include ability consider different points view work effectively others support shared purpose goal include ability connect choices actions consequences ethical decisionmaking apply principles human communication including perception verbal communication nonverbal communication listening audience analysis establish maintain relationships interpersonal communication apply small group communication including problem solving group roles leadership styles cohesiveness research organize deliver formal public speeches recognize communicate within diverse environments
Media / Communications,STUDIO TV PRODUCTION,studio design equipment operate pedestal mounted studio cameras direct switch studio video mix audio studio television productions production required television news production write produce live television productions postproduce video packages communicate effectively apply problemsolving strategies effectively locate evaluate information effectively build cultural awareness navigate crosscultural differences knowledge behaviors contribute professional success
Media / Communications,Interpersonal Communication,communicate effectively model social cultural ethical responsibility ability apply effective communication techniques within variety contexts understanding various effective conflict management understanding impact gender culture interpersonal communication ability analyze effective listening habits evaluate role verbal nonverbal messages interpersonal communication recognize role perception self others interpersonal communication
Media / Communications,Modern Public Address,effectively contextualize artifact popular cultural texts affect understanding culture analyze artifacts terms learned class including critical thinking create final project demonstrates understanding various concepts related rhetoric public address
Media / Communications,Writing for the Gaming Industry II,produce various workplace documents designed achieve specific purpose audience conduct purpose audience situation analysis tools adapt oral written communication medium language tone select appropriate medium communication strategy effectively meet needs intended audience effective oral communication presentation techniques deliver presentation follows guidelines good presentation design delivery effective professional interpersonal communication variety workplace settings analyze communication methods written reflective practices deliver verbal communication techniques variety professional situations organize presentation summarizes captures necessary elements persuasive communication professional setting create professional mediabased presentation presents final product marketing solution public forum apply principles communication written graphic multimedia forms analyze principles storyboarding existing multimedia forms sequencing techniques organization narrative structure create storyboarding document effective written graphic multimedia elements communicate clearly concisely correctly written spoken visual form fulfills purpose meets needs audience respond written spoken visual messages manner ensures effective communication variety thinking anticipate solve problems locate select organize document information appropriate technology information systems analyze evaluate apply relevant information variety sources show respect diverse opinions values belief systems contributions others manage time resources complete projects take responsibility ones actions decisions consequences
Media / Communications,Kinesiology Thesis I,increase knowledge specific area research formulate kinesiologyrelated research questions testable hypotheses discuss ethical issues involved conducting kinesiology research literature relevant research question extract key points primary sources express ideas arguments oral written presentations write scientific manner clear concise personal organization time management meeting deadlines establishing research setting submitting necessary documentation presenting oral written proposal responsibility communication preparation presentations competent reliable manner exchanging constructive feedback fellow thesis advisor adjust cope changes settings research design complications arise resource management literature search tools data analysis presentation tools effectively aware personal limitations accommodating accordingly reading comprehending analyzing identifying key points relevant literature writing course researching writing research proposal integration feedback accepting feedback contributions critically evaluating content integrating ideas andor strategies appropriate communicating evolving media process presenting research proposal via powerpoint discussion email internet written direct communications instructor fellow thesis advisor decision making assess feasibility proposed research relation available resources including personal responsibilities make times necessary adjustments aware consequences decisions changes research designing feasible rigorous research project critical thinking evaluating various research methods available determine one best suited research question hand acknowledging limitations time resources personal limitations designing project open constructive feedback others including peers preparing oral written reports clear concise effectively engagingly communicate enthusiasm research question understanding forms inquiry developing research hypothesis planning data collection analyses predicting possible outcomes interpretations independence thought identifying meaningful research question transforming testable hypothesis finding means answering question critical thinking evaluating various research methods available determine one best suited research question hand
Earth Sciences,Earth Materials,basic understanding mineral crystal structure way minerals interact light many common minerals unknown minerals optical properties learn elements bonded minerals bonds determine atomic structure learn relationships atomic structure minerals physical chemical properties learn main groups minerals rocks important members group obtain basic competence petrographic microscope learn minerals optical properties learn minerals hand samples hand lens tools ability common minerals mineral group
Earth Sciences,Physical Geology,describe scientific method led current understanding earths structure processes interpret origin distribution minerals rocks geologic resources describe theory plate tectonics relationship formation distribution earths crustal features quantify rates physical chemical processes acting earth processes fit context geologic time communicate surface processes driven interactions among earths systems eg geosphere hydrosphere biosphere atmosphere describe internal structure dynamics earth describe interaction humans earth eg resource development hazard assessment classify rocks minerals based chemical composition physical properties origin apply knowledge topographic maps quantify geometrical aspects topography landforms maps diagrams andor photographs explain processes created differentiate types plate boundaries associated features maps profiles explain processes occur type boundary basic structural features maps block diagrams cross sections infer created collection analysis reporting data creative thinking innovation inquiry analysis evaluation synthesis information effective development interpretation expression ideas written oral visual communication manipulation analysis numerical data observable facts resulting informed conclusions ability consider different points view work effectively others support shared purpose goal
Earth Sciences,Climate Change: Science and Society,analyse humanenvironment relations examining weather hazards long term environmental change affect society issues related ongoing faculty research flooding heatwaves migration risk communication analyse causes consequences global scale changes environment analyse interaction consumption greenhouse gas emissions intensity options dematerialise economy interpersonal digital discussion boards confidence assessing robustness scientific evidence analysis social strategies resolving moral dilemmas policy formulation articulating scientific concepts evidence confidence enquiryled research challenge topic including providing peer feedback challenges class time describe main scientific social concepts climate change developed outline concepts principles policy analysis applied climate change issues various scales energy choices global environmental agreements illustrate interdisciplinary nature climate change research policy practice adopt crossdisciplinary perspective development knowledge understanding illustrate discuss contested provisional nature knowledge understanding analyse critically data causes impacts consequences climate change example humanenvironment relations analyse critically data social dimensions climate change including geopolitical relations economic dimensions hazards vulnerability approaches communicate ideas principles theories effectively fluently written means sustained reasoned argument acquire evaluate synthesise data range sources undertake independentselfdirected studylearning including time management
Earth Sciences,Physical Geology,make observations think critically conceive earth everchanging define selected vocabulary assigned chapters employ understanding explaining topics observe describe classify narrate origin geologic materials rock sediment etc differentiate internal structure composition earth differentiate three types plate boundaries noting common geologic features processes summarize boundaries form compare different types magma form explain relationship formation intrusive volcanic igneous features compare contrast weathering among different rock types different environments compare contrast depositional erosional environments features processes associated streams glaciers shorelines strata faults folds geologic sections summarize forces tectonic settings lead formation put geologic events order determine age geologic materials analyze explain prepare earth hazards explain various parts hydrologic cycle including interaction surface groundwater solid earth data characterize earths changing climate predict various changes earth system effect earths climate
Earth Sciences,Physical Science II,analyze waves explain electricity magnetism sound optics describe various components atom periodic table elements examine elements compounds analyze chemical reactions chemical mixtures describe structure composition earth examine rocks minerals explain plate tectonics research conduct basic laboratory experiments involving electricity magnetism sound chemicals rocksminerals prepare reports clearly communicate information logical scientific manner creative thinking innovation inquiry analysis evaluation synthesis information effective development interpretation expression ideas written oral visual communication manipulation analysis numerical data observable facts resulting informed conclusions ability consider different points view work effectively others support shared purpose goal
Earth Sciences,Physical Geology,classify rocks minerals based chemical composition physical properties origin apply knowledge topographic maps quantify geometrical aspects topography landforms maps diagrams andor photographs explain processes created differentiate types plate boundaries associated features maps profiles explain processes occur type boundary basic structural features maps block diagrams cross sections infer created collection analysis reporting data habits mind allowing appreciate processes scholars various disciplines communicate ideas express feelings support conclusions effectively written oral visual formats quantitative empirical analyze explain natural physical social realms consider different points view work interdependently achieve shared purpose goal
Earth Sciences,Desert Landscapes: Modelling and Measuring Aeolian Systems,articulate scientific knowledge peers find interpret scientific literature recognise interpret variation temporal spatial scales associated aeolian bedforms landforms landscapes formulate articulate relative merit reasoning behind geomorphic models key processes controls associated aeolian landscape development operate simple desert dune model computer techniques distinguish compare similarities differences process form different environmental settings work efficient productive way small group environment appreciate articulate underlying geomorphic principles dryland settings manipulate aeolian data apply problem solving computational apply computer modelling techniques analyse calculate solve aeolian process problems
Earth Sciences,Earth's Natural Environments,understanding scientific theories formulate test hypotheses performing laboratory simulation field experiments least two natural science disciplines communicate experimental findings analyses interpretations orally writing evaluate societal issues natural science perspective ask questions evidence presented make informed judgments sciencerelated topics policies explain basic structure function various natural ecosystems human adaptive strategies within systems discern patterns interrelationships biophysical sociocultural systems describe basic institutional arrangements social legal political economic religious evolving deal environmental natural resource challenges evaluate critically environmental natural resource issues light understandings interrelationships ecosystems institutions propose assess alternative solutions environmental problems articulate defend actions would take various environmental issues
Earth Sciences,Physical Geology Laboratory,classify rocks minerals based chemical composition physical properties origin apply knowledge topographic maps quantify geometrical aspects topography landforms maps diagrams andor photographs explain processes created differentiate types plate boundaries associated features maps profiles explain processes occur type boundary basic structural features maps block diagrams cross sections infer created collection analysis reporting data effective written oral andor visual communication engage creative andor innovative thinking andor inquiry analysis evaluation synthesis information organizing concepts constructing solutions applications scientific mathematical concepts ability work effectively others support shared purpose goal consider different points view
Earth Sciences,PHYSICAL GEOLOGY,explain scientific hypotheses developed tested interpret data presented various graphical formats explain geologic systems dimensional space change time describe cyclic processes within earth oceans atmosphere learn terminology used describe geologic processes materials environments articulate geology affects everyday lives
Earth Sciences,Earth Science,determine origin properties major rockforming minerals classify types igneous rocks categorize main types sedimentary rocks describe main types metamorphic rocks describe evidence support theory plate tectonics compare main types folds fractures faults describe hydrologic cycle describe surfacewater features investigate groundwater resource geologic agent erosion distinguish major features currents ocean basins compare contrast natural climate variability anthropogenic climate change
Earth Sciences,Physical Geology,describe scientific method led current understanding earths structure processes interpret origin distribution minerals rocks geologic resources describe theory plate tectonics relationship formation distribution earths crustal features quantify rates physical chemical processes acting earth processes fit context geologic time communicate surface processes driven interactions among earths systems eg geosphere hydrosphere biosphere atmosphere describe internal structure dynamics earth describe interaction humans earth habits mind allowing appreciate processes scholars various disciplines organize evaluate data methodologies discipline human experience communicate ideas express feelings support conclusions effectively written oral visual formats quantitative empirical analyze explain natural physical social realms consider different points view work interdependently achieve shared purpose goal
Earth Sciences,Earth and Ocean Science,describe evolution earth planets solar system review geologic history earth structure earth earths gravity magnetic fields importance practice geomatics summarize earthsun geometrical relationship describe components motion lithosphere main characteristics atmosphere respect influence gps signals recognize interrelationship atmosphere hydrosphere biosphere describe nature results various forces within earth geomatics technology used measure monitor history earthquakes volcanoes mountain building globally british columbia order better appreciate environment geomatics working describe forces sculpt earths surface weathering running water glaciers resulting landforms british columbia geomatics technology used assess hazards monitor deformation describe materials lithosphere minerals rocks emphasis minerals rocks british columbia describe earths biosphere emphasis trees important flagging boundary markers canada british columbia describe relevance ocean science individualssociety influence environment recognize complex links among processes land ocean atmosphere sediments knowledge major geological physical chemical biological features processes oceans describe relationship motion earth moon sun produce tidal variations effects associated surveying mapping measurements differentiate different ocean coastal zones factors impact work undertaken geomatics professionals explain interactions ocean atmosphere influence earths climate
Earth Sciences,Remote Sensing,main active passive remote sensing techniques used geosciences fundamental physical principles underpinning remote sensing techniques find access sources remote sensing data offline online repositories technical digital workflows required analyse remote sensing data relate remote sensing data subsurface characteristics processes
Earth Sciences,Historical Geology,describe application scientific method led current understanding earth history explain historical development geology science influenced early interpretations fossils theory evolution communicate principles relative numerical age dating used geologic time scale describe processes involved formation differentiation earth major milestones physical evolution planet major milestones evolution life initial inorganic stages development major animal plant groups mass extinctions explain rocks fossils used interpret ancient environments major tectonic events geologic evolution north america classify interpret depositional environments sedimentary rocks fossils taxonomically classify samples geologically important fossil groups interpret age rocks geologic time scale apply relative numerical agedating techniques construct geologic histories including correlation stratigraphic sections reconstruct past continental configurations integrate multiple types data interpret earth history gather assess information geological area interest problem relevant question historical geology analyze evaluate synthesize information historical geology interpret express ideas historical geology visual communication manipulate analyze observable geological information historical geology arrive informed conclusion integrate different viewpoints member team work others support accomplish shared goal analyze evaluate synthesize information relevant question interpret express ideas written oral visual communication manipulate analyze numerical data observable facts arrive informed conclusion consider different points view work effectively others support shared purpose goal
Earth Sciences,Geology,discuss basic principles scientific inquiry apply past present research differentiate three types plate boundaries processes formed differentiate minerals rocks common physical properties describe chemical physical properties minerals analyze igneous metamorphic sedimentary rocks determine formed compare different types magma form explain relationship igneous features strata faults folds geologic sections analyze geologic history crosssection relative dating principles calculate isotopic age rock unit explain causes earthquakes earthquake destruction apply correct procedures locate source calculate magnitude earthquake compare deposition erosion features processes associated streams shorelines various parts hydrologic cycle evaluate risks associated geologic hazards describe geologic time scale external processes shape earth relate geologic concepts observations everyday events learn geology aid making decisions personal public policy analyze problems scientific method draw rational conclusions understanding empirical nature science knowledge analyze problems apply method scientific inquiry investigate subject matter make rational conclusions
