Subject Code,Course Title,Description
Chemistry,Physical Chemistry Lab I,To Take Physical Chemistry Measurements And Use The Data To Obtain The Conclusions Needed To Know How To Use The Library To Find Physical Chemistry Information To Be Able To Read Physical Chemistry Literature Found In The Library And Organize The Material Into A Coherent Poster Presentation To Find Known Physical Chemistry Data For Use In And Comparison To Experimental Calculations To Use Statistics On Data And Results To Determine What Data Can Be Eliminated And Understand The Reliability Of Results To Use MathCad/Chem Sketch/Excel For Working Physical Chemistry Problems.
Chemistry,General Chemistry II Lab,"Students Will Be Able To Analyze Complex Chemical Problems And Draw Logical Conclusions. Students Will Be Able To Identify Intermolecular Interactions In A Solid, Liquid Or Solution And Analyze The Strength And Nature Of Those Interactions. Students Should Be Able To Write Equilibrium Expression For Any Chemical Reaction And Determine The Value Of Equilibrium Constants From Experimental Data. Predict The Direction Of The Reaction Given The Equilibrium Constant And The Starting Concentrations Of All Reactants And Products Determine The Equilibrium Concentrations Given Sufficient Information About Either The Equilibrium Or Starting Concentrations Of The Reactants And Products Students Should Be Able To Use Le Chatelier’s Principle To Determine How A System At Equilibrium Will Change With Changes In Reaction Conditions Such As Concentration, Pressure Or Temperature. Students Should Be Able To Describe Electrochemical Cells Using Cell Notations Or A Sketch And Determine The Standard State Cell Potential. Students Should Be Able To Use The Relationship Between Cell Potential, Free Energy And Equilibrium Constants. Students Will Be Able To Understand And Apply Scientific Reasoning In The Chemical Sciences. Students Should Be Able To Classify Solids By Type Of Bonding (Molecular, Ionic, Metallic Or Network Covalent) And Extent Of Organization (Crystalline, Microcrystalline And Amorphous) And Describe And Explain The Properties Of Different Solids Based On That Classification. Students Will Be Able To Define The Phases Of Matter Using The Following Frameworks: Compressibility And Fluidity Kinetic Molecular Theory (Movement Of Molecules Within A Sample) Kinetic Molecular Theory (Kinetic Energy Vs. Intermolecular Interactions) Students Should Be Able To Describe Phase Transitions In Terms Of Enthalpies, Heating Curves And Phase Diagrams. The Student Should Be Able To State The First Three Laws Of Thermodynamics And Explain How They Affect Real World Systems. Students Should Have A Knowledge Of Common Forms Of Nuclear Radiation And Processes. Student Should Be Able To Use Oxidation Numbers To Identify And Balance Redox Reactions. Students Will Be Able To Employ Mathematics In The Analysis Of Chemical Problems. Students Should Be Able To Describe Solution Concentrations In A Variety Of Ways And Use Concentration To Predict Properties Of Solutions. Students Should Be Able To Do Calculations Involving Solution Concentrations Including Those Involving Colligative Properties. Students Should Be Able To Use Experimental Data To Obtain Reaction Rate Laws And Use Reaction Rate Laws To Predict The Rates Of Reactions. Students Should Understand How Free Energy, Enthalpy And Entropy Are Related And How Free Energy Is Dependent On Temperature. Students Should Be Able To Determine The Entropy And Enthalpy Changes Of A Reaction From Free Energy Values Or Equilibrium Constants Measured At Different Temperatures. Students Should Be Able To Use An Understanding Of The Relationship Between Free Energy, Enthalpy And Entropy To Explain The Dependence Of Free Energy On Temperature. Students Will Be Able To Demonstrate Technical And Analytical Skills In Chemistry. Students Will Be Able To Analyze Rates Of Chemical Reactions And Be Able To Relate Reaction Rates To The Molecular Mechanisms Of Those Reactions. Students Should Be Able To Determine The Entropy And Enthalpy Changes Of A Reaction From Free Energy Values Or Equilibrium Constants Measured At Different Temperatures. Students Should Be Able To Use Reaction Rate Versus Temperature Data To Determine The Activation Energy Of A Chemical Reaction. The Student Should Be Able To Predict The Products Of ?-Particle And ?-Particle Emission. The Student Should Know How To Determine Cell Potentials At Non-Standard State Concentrations And Partial Pressures Of Reactants And Products Or Be Able To Use Potentials Measured Under These Conditions To Determine The Concentration Of A Reactant Or Product."
Chemistry,Organic Chemistry II Lab,"Perform And Justify The Separation Techniques Used In Purifying Organic Compounds. Determine The Melting Points Of A Solid Organic Compounds. Obtain The IR And NMR Spectra For Liquid Organic Compounds. Perform Microscale Organic Syntheses That Involve Reflux, Distillation, And Vacuum Filtration Techniques. Calculate The Percent Yield/Percent Recovery Obtained For Various Organic Syntheses And Separation Experiments."
Chemistry,Preparatory Chemistry,"Define Basic Vocabulary Of Chemistry And Notation Of Chemistry Apply Mathematical Concepts And Methods To Chemical Phenomena And Solution Of Chemical Problems. Demonstrate An Understanding Of Some Of The Basic Theories And Concepts Of Chemistry And Be Able To Use These In Verbal, Mathematical, And Graphical Representations. Demonstrate An Understanding Of The Following Laws Governing Chemical Phenomena, And Be Able To Apply These Laws To The Solution Of Qualitative And Quantitative Problems: Conservation Of Mass Law Of Definite Composition Law Of Multiple Proportions"
Chemistry,General Chemistry,"The Student Can Describe Trends In The Main Groups Of The Periodic System And Explain Intermolecular And Intramolecular Forces Can Describe The Physical Properties Of Liquids, Gases, Solutions And Solid Matter Can Explain Reactions Of Organic And Inorganic Acids And Bases, Redox Reactions And Precipitation Can Explain The Principles Of Thermodynamics And The Relationship Between Thermodynamics And Chemical Equilibrium Can Explain The Main Principles Of Reaction Kinetics Can Describe The Functional Groups In Organic Molecules The Student Can Carry Out Stoichiometric And Concentration Calculations Can Conduct Selected Chemical Experiments, And Interpret And Present Experimental Data Generated From Them Can Carry Out Equilibrium Calculations And Anticipate The Effects Of External Influences On Systems In Equilibrium Can Carry Out Acid-Base Calculations, Including Buffer Calculations Can Demonstrate Safe Conduct At The Laboratory And Can Work In Accordance With The Regulations For Health, Safety And The Environment (HSE) The Student Can Demonstrate An Understanding Of General Chemistry As A Basis For The Pharmacy Disciplines"
Chemistry,General Chemistry I,"Define The Fundamental Properties Of Matter. Classify Matter, Compounds, And Chemical Reactions. Determine The Basic Nuclear And Electronic Structure Of Atoms. Identify Trends In Chemical And Physical Properties Of The Elements Using The Periodic Table. Describe The Bonding In And The Shape Of Simple Molecules And Ions. Solve Stoichiometric Problems. Write Chemical Formulas. Write And Balance Equations. Use The Rules Of Nomenclature To Name Chemical Compounds. Define The Types And Characteristics Of Chemical Reactions. Use The Gas Laws And Basics Of The Kinetic Molecular Theory To Solve Gas Problems. Determine The Role Of Energy In Physical Changes And Chemical Reactions. Convert Units Of Measure And Demonstrate Dimensional Analysis Skills. Student Will Communicate Ideas, Express Feelings And Support Conclusions Effectively In Written, Oral, And Visual Formats. Students Will Develop Habits Of Mind, Allowing Them To Appreciate The Processes By Which Scholars In Various Disciplines Students Will Develop Quantitative And Empirical Skills To Understand, Analyze And Explain Natural, Physical, And Social Realms. Students Will Consider Different Points Of View And Work Interdependently To Achieve A Shared Purpose Or Goal."
Chemistry,Oligosaccharides and Natural Products,Understand The Biological Role Played By Complex Carbohydrates And Describe Current Synthetic Methodology For The Construction Of Such Molecules. Outline The Different Classes Of Secondary Metabolites And Describe Their Biosynthesis. Carry Out An Analysis Of The Synthesis Of A Potential Drug And Design Routes To Prepare Analogue Structures. Demonstrate An Ability To Plan A Synthesis To Deliver A Range Of Compounds For A Drug Discovery Programme.
Chemistry,Chemistry,"Evaluate The Chemical And Physical Properties Of Atoms, Ions, Chemical Bonds, Lewis Structures, Radioactivity, And VSEPR Theory As They Relate To Trends In The Periodic Table. Predict And Solve Chemical Reactions Using Gas Behavior, The Octet Rule, Properties Of Solutions, Stoichiometry And Dimensional Analysis. Investigate Chemical Principles By Analyzing And Interpreting Data Obtained From Performing Hands-On Laboratory Experiments. Apply The Principles Of Chemical Energetics And Intermolecular Forces To Predict The Chemical And Physical Properties Of Molecules. Recognize And Examine Structure And Function Of Biochemical Components Of Living Organisms As; The Basics Of Hydrocarbons, The Functional Groups, Carbohydrates, Lipids, Proteins And Nucleic Acids As They Relate To Biological Molecules And Real-Life Applications. Employ Effective Written Communication Skills Employ Effective Oral Communication Skills Interpret Quantitative Data Using Mathematical Principles To Effectively Identify Core Issues And Solve Problems. Locate Disparate Information Through Multiple Sources Demonstrating Technological And Informational Literacy. Demonstrate Critical Thinking Skills By Descriptively Analyzing Complex Issues And Interpreting Diverse Perspectives In Order To Make Conclusive, Ethical, And Defensible Decisions."
Chemistry,Preparatory Chemistry,"Apply Mathematical Concepts And Methods To Chemical Phenomena And To Chemical Problems Develop An Awareness Of The Origin Of Scientific Knowledge And Realize The Importance Of Experimental Verification Of Such Knowledge Demonstrate An Understanding Of Some Of The Basic Theories And Concepts Of Chemistry And Be Able To Use These In Verbal, Mathematical, And Graphical Representations. Safety, Management Of Both Qualitative And Quantitative Work, Ability To Draw Conclusions From Experiments, And Understanding The Importance Of Technological Advances And Scientific Knowledge."
Chemistry,General Chemistry I,"Define The Fundamental Properties Of Matter. Classify Matter, Compounds, And Chemical Reactions. Determine The Basic Nuclear And Electronic Structure Of Atoms. Identify Trends In Chemical And Physical Properties Of The Elements Using The Periodic Table. Describe The Bonding In And The Shape Of Simple Molecules And Ions. Solve Stoichiometric Problems. Write Chemical Formulas. Write And Balance Equations. Use The Rules Of Nomenclature To Name Chemical Compounds. Define The Types And Characteristics Of Chemical Reactions. Use The Gas Laws And Basics Of The Kinetic Molecular Theory To Solve Gas Problems. Determine The Role Of Energy In Physical Changes And Chemical Reactions. Convert Units Of Measure And Demonstrate Dimensional Analysis Skills. Student Will Communicate Ideas, Express Feelings And Support Conclusions Effectively In Written, Oral, And Visual Formats. Students Will Develop Habits Of Mind, Allowing Them To Appreciate The Processes By Which Scholars In Various Disciplines Students Will Develop Quantitative And Empirical Skills To Understand, Analyze And Explain Natural, Physical, And Social Realms. Students Will Consider Different Points Of View And Work Interdependently To Achieve A Shared Purpose Or Goal."
Chemistry,Pharmaceutical Technology and Legislation Ii,"The Student Gains Fundamental Skills In The Design, Production And Control Of The Main Dosage Forms Intended For Parenteral Or Cutaneous Administration. She/He Will Be Able To Correlate The Formulation Characteristics With Their Biopharmaceutical And Pharmacokinetic Properties. She/He Will Manage To Understand Regulations Relevant To The Production And Marketing Of Medicinal And Health Products As Well As To Pharmacist Practice Ethics."
Chemistry,General Chemistry and Chemical Analysis II,"Apply The Appropriate Chemical Reactions And Mathematical Relationships To Solve Numerical Problems In Course Topics. Explain Chemical Concepts In Writing, Orally, And Through Graphical Analysis. Collect Data And Make Observations In The Laboratory; Then Analyze These Findings To Draw Valid Conclusions."
Chemistry,Honors Organic Chem 1 Lab,"Understand Theoretical Background Behind Basic Organic Chemistry Techniques Apply Laboratory Techniques To Follow Reaction Progress, Isolate, And Purify Synthetic Organic Compounds Be Able To Report Results Concisely Be Able To Interpret The Results Of An Experiment Be Able To Relate Structure Of A Small Molecule To Its Physical And Chemical Properties"
Chemistry,Experimental Physical Chemistry II,"You Will Learn About The Concept Of Error In Experimental Measurements And You Will Learn How To Calculate And Report Statistical Uncertainty In An Observation. Use Statistical Methods To Treat Error And Use Least Squares Methods To Analyze Data. Use Correct Technical English To Prepare Clear And Thorough (Yet Concise) Reports. Prepare A Laboratory Report In The Style Of A Journal Article. Learn About Techniques And Equipment Used In Physical Chemistry, Which Have Broad Practical Applications (In Fields Like Medical, Environmental, Security, Materials Design, Etc.) Use A UV-Vis Spectrophotometer To Measure The Absorption Spectrum Of Conjugated Dyes And Explain The Spectra In Terms Of The Free-Electron Model. Use Polarimetry To Monitor The Rate Of A Reaction. Use A Raman Spectrometer To Obtain The Vibrational Spectrum Of A Molecule And Determine The Components Of An Unknown Mixture. Use An FTIR Spectrometer To Measure The Rotational-Vibrational Spectrum Of HCl, Assign Transitions To Each Of The Lines Of The Spectrum, And Determine The Molecular Constants For HCl."
Chemistry,Molecules and Materials across the Periodic Table,"Demonstrate An Understanding Of Chemistry Of An Element In Relation To Its Position In The Periodic Table Show An Appreciation Of Periodic Trends, Both Across A Period And Down A Group, And Use These To Rationalise Compositions And Structures Of Observed Compounds Understand And Draw Unit Cells Of Simple Crystalline Materials, And Use Them To Calculate Atom-Atom Distances Use Lattice Enthalpies To Predict Decomposition And Solubilities Understand How Bulk Properties Of Solids Are Derived From Crystal Structure Understand Interaction Of D-Orbitals With Ligands (Sigma-Only) In Transition-Metal Complexes Account For Number Of Unpaired Electrons In A Transition-Metal Complex Explain Magnetic And Electronic Properties Of Transition-Metal Complexes Account For Distortions Of Transition-Metal Complexes From Regular Geometry Depending On Their Electronic Configuration Appreciate Bonding And Bond Strength And The Role Of Metal Complexes In Optimising Catalytic Synthesis Of Polymers Understand The Concepts Of The Synthesis, Structure And Bonding In Synthetic Organic Polymers. Appreciate Properties Of Synthetic Polymers That Contrast Those Of Solid-State Materials, Including Polyalkenes, Polyesters And Polyurethanes. Appreciate Experimental Techniques For Understanding Structure Of Organic Polymers And Soft Materials Appreciate How Chemical Industry Has Changed The Material World That We Live In Understand How Bonding, Packing, Molecular Properties And Crystallisation Affect Macroscopic Material Properties, From Solid-State Materials To Macromolecules Appreciate How The Properties And Applications Of Everyday Substances And Materials Found In Nature Arise From Fundamental Chemical Principles Of Structure And Bonding"
Chemistry,CHEMISTRY AND RESTORATION OF PAPER MATERIAL,"To Know And Understand The Chemistry Of The Molecules That Make Up Paper Materials And Their Degradation. To Know And Understand The Chemistry Of The Graphic Mediations That Interact With Paper Media, Sometimes Causing Their Degradation. Recognition Of The Various Types Of Paper Media Through Direct Observation. Developing Skills For The Choice Of Possible Diagnostic Investigations On Paper Materials. Theoretical Knowledge Of Restoration And Conservation Techniques For Paper Materials. To Develop The Ability To Discern The Techniques And Methodologies That Could Be Used For The Conservation Of Paper Materials."
Chemistry,Principles of Chemistry I,"Gather Factual Information And Apply It To A Given Problem In A Manner That Is Relevant, Clear, Comprehensive, And Conscious Of Possible Bias In The Information Selected. Imagine And Seek Out A Variety Of Possible Goals, Assumptions, Interpretations, Or Perspectives Which Can Give Alternative Meanings Or Solutions To Given Situations Or Problems. Analyze The Logical Connections Among The Facts, Goals, And Implicit Assumptions Relevant To A Problem Or Claim; Generate And Evaluate Implications That Follow From Them. Recognize And Articulate The Value Assumptions Which Underlie And Affect Decisions, Interpretations, Analyses, And Evaluations Made By Ourselves And Others. Demonstrate Understanding Of Scientific Theories. Formulate And Test Hypotheses By Performing Laboratory, Simulation, Or Field Experiments In At Least Two Of The Natural Science Disciplines. Communicate Their Experimental Findings, Analyses, And Interpretations Both Orally And In Writing. Evaluate Societal Issues From A Natural Science Perspective, Ask Questions About The Evidence Presented, And Make Informed Judgments About Science-Related Topics And Policies."
Chemistry,Introductory Chemistry I,"Identify The Basic Units Of Measurements, Correctly Perform Unit Conversions, Density Calculations, And Use Proper Significant Figures, Including Scientific Notation, On All Calculations. Describe The Basics Of Atomic Theory Including The Structure Of The Atom, Arrangement Of Electrons, Basics Of The Periodic Table And Nuclear Chemistry. Evaluate The Forms And States Of Matter And Their Properties Based Off Of Periodic Trends And Chemical And Reaction Classifications. Differentiate Between The Essential Features Of Covalent And Ionic Bonding, Including Naming, Formulas, Electron Configurations, And VSEPR Theory. Balance Chemical Equations, Identify Basic Chemical Reaction Types, And Predict Products Of Reactions. Calculate Molar Masses, Calculations Involving Avogadro's Number, And Analyzing Chemical Reaction Problems Using Stoichiometric Methodologies. Describe The Principles Of The Gaseous State, Gas Law Calculations, As Well As Intermolecular Forces In Liquids And Solids And Properties Of Solutions. Calculate Various Concentrations Including Percent Concentrations, Molarity, And Dilutions. Describe Chemical Equilibria Including Le Chatelier's Principle, And Perform Calculations And Interpretation Of Equilibrium Constants. Describe The Principles Of Acid/Base Theories Including PH, Buffers, And Biological Importance Of Acids And Bases. Demonstrates The Ability To Work In A Group Of 2 Or More To Collaboratively Solve Problems. Perform Basic Laboratory Techniques With Chemicals, Scientific Glassware, And Instruments In A Precise, Accurate, And Safe Manner. Analyze Chemical Data, Including Graphical Manipulation, And Formulate Meaningful Conclusions Based On The Chemical Data."
Chemistry,Basic Organic Chemistry?,"The Ability To Understand People, Culture, And Society And To Observe Them From A Technological Perspective With A Strong Sense Of Mission And Responsibility, As Well As High Ethical Standards For Linking Technology With A New Lifestyle Fundamental Mathematical Knowledge And Scientific Discipline For Understanding And Manipulating Natural Phenomena Communication Skills And Logical Reasoning Skills To Engage In Dialog With Various People Both Inside And Outside Japan Basic Knowledge And Technology That Form The Core Of The Field Of Specialization, The Ability To Solve Problems Using These, And The Ability To Acquire New Knowledge And Technology Basic Knowledge That Forms The Core Of The Field Of Specialization, And The Ability To Create New Values From A Variety Of Perspectives To Relate Knowledge And Technology In Other Fields"
Chemistry,Honors Organic Chemistry II,"Students Will Gain Further Understanding Of Organic Molecules And Mechanisms Of Reactions. Identify Functional Groups Using Infrared Spectroscopy And Mass Spectrometry, And Determine The Complete Structure Of A Compound Using 1 H And 13 C Nuclear Magnetic Resonance Spectroscopy Name An Organic Molecule By Observing Its Structure And Vice Versa, Draw The Structure Of An Organic Molecule From An Appropriate Common Or Systematic (IUPAC) Name. Predict Organic Products Of Given Reactions And Formulate Mechanisms For The Synthesis And Reactions Of Any Type Of Organic Compound."
Chemistry,Gen Chem I,"Critical Thinking Skills - To Include Creative Thinking, Innovation, Inquiry, And Analysis, Evaluation And Synthesis Of Information Communication Skills - To Include Effective Development, Interpretation And Expression Of Ideas Through Written, Oral And Visual Communication Empirical And Quantitative Skills - To Include The Manipulation And Analysis Of Numerical Data Or Observable Facts Resulting In Informed Conclusions Social Responsibility - To Include Intercultural Competence, Knowledge Of Civic Responsibility, And The Ability To Engage Effectively In Regional, National, And Global Communities Teamwork - To Include The Ability To Consider Different Points Of View And To Work Effectively With Others To Support A Shared Purpose Or Goal. Define The Fundamental Properties Of Matter. Classify Matter, Compounds, And Chemical Reactions. Determine The Basic Nuclear And Electronic Structure Of Atoms. Identify Trends In Chemical And Physical Properties Of The Elements Using The Periodic Table. Describe The Bonding In And The Shape Of Simple Molecules And Ions. Solve Stoichiometric Problems. Write Chemical Formulas. Write And Balance Equations. Use The Rules Of Nomenclature To Name Chemical Compounds. Define The Types And Characteristics Of Chemical Reactions. Use The Gas Laws And Basics Of The Kinetic Molecular Theory To Solve Gas Problems. Determine The Role Of Energy In Physical Changes And Chemical Reactions. Convert Units Of Measure And Demonstrate Dimensional Analysis Skills. Use Basic Apparatus And Apply Experimental Methodologies Used In The Chemistry Laboratory. Demonstrate Safe And Proper Handling Of Laboratory Equipment And Chemicals. Conduct Basic Laboratory Experiments With Proper Laboratory Techniques. Make Careful And Accurate Experimental Observations. Relate Physical Observations And Measurements To Theoretical Principles. Interpret Laboratory Results And Experimental Data, And Reach Logical Conclusions. Record Experimental Work Completely And Accurately In Laboratory Notebooks And Communicate Experimental Results Clearly In Written Reports. Design Fundamental Experiments Involving Principles Of Chemistry. Identify Appropriate Sources Of Information For Conducting Laboratory Experiments Involving Principles Of Chemistry."
Media / Communications,Design Communication and Collaboration,"Practice Team Building Skills, Interpersonal Communication And Public Speaking Skills That Will Support A Team Presentation. Critique Writing Based On The Core Principles Of Effective Professional Writing. Develop Effective Strategies For Credible Academic And Professional Research And Implement These In An Academic Research Paper. Create Writing Based On The Core Principles Of Effective Professional Writing. Practice How To Interpret, Generate, Compose, And Revise Reasonable Arguments Within A Persuasive Writing Process."
Media / Communications,Public Speaking,"Read And Use Theories And Strategies Of Designing Public Speeches (I.E., Audience Analysis, Research, Outlining, And Design Of Visual Aids). Deliver Audience-Centered Introductory, Informative, Persuasive, And Special-Occasion Speeches. Listen Critically To Others' Speeches And Provide Constructive Feedback To Peers. Develop Strategies To Gain Confidence In The Design And Delivery Of Public Speeches."
Media / Communications,Public Speaking,"Adapt Messages For People Of Other Cultures, Backgrounds, And Countries. Demonstrate Research Skills Necessary To The Public Speaking Process. Use Sensory Aids To Increase Audience Understanding And Retention Of The Message. Organize Ideas In A Purposeful, Cohesive Sequence Which Meets Audience Expectations And Needs. Use Appropriate Delivery For The Audience And Occasion. Presents Convincing Arguments Through Reason, Personal Credibility, And Emotion. Uses Evidence Appropriate To The Speaker, Speech, And Occasion. Includes Adequate And Appropriate Verbal Footnotes. Speak More Confidently In Front Of An Audience Utilizing A Variety Of Delivery Skills Such As Eye Contact, Gestures, Movement & Vocal Variety. Develop Strategies To Overcome Speech Anxiety. Manage Key Elements Of Storytelling Drawn On Emotions To Make The Speech Unforgettable. Build Assertiveness And Self-Confidence."
Media / Communications,Interpersonal Communication,"Exhibit Understanding Of Interpersonal Theories And Principles. Demonstrate Ability To Analyze And Critique Verbal And Nonverbal Interactions In Mediated And Face-To-Face Contexts. Identify Perceptual Processes As They Relate To Self And Others. Demonstrate Critical Thinking Ability By Effectively Researching, Evaluating, And Applying Communication Theories In Oral And/Or Written Assignments. Demonstrate Understanding Of The Relevance Of Cross-Cultural, Co-Cultural, Gender And Age Influences On Human Communication. Demonstrate Ability To Identify, Evaluate, And Apply Conflict Styles And Conflict Management Techniques In Dyads And/Or Groups. Identify Types Of And Barriers To Effective Listening. Communicate Effectively Both Orally And In Writing Demonstrate Emotional Intelligence When Working With Others Utilize Conflict Management Skills In A Variety Of Situations Produce Professional Visual Aids Using Presentation Software Ability To Work Both Independently And Collaboratively Time Management Skills Demonstrate Critical Thinking"
Media / Communications,Intercultural Encounters in Workplace Contexts,To Develop Awareness And Understanding Of The Dynamics In Intercultural Encounters In Working Life To Learn About Oneself As An Intercultural Communicator To Enhance One's Intercultural Communication Skills To Develop Awareness And Understanding Of The Dynamics In Intercultural Encounters In Working Life To Learn About Oneself As An Intercultural Communicator To Enhance One's Intercultural Communication Skills
Media / Communications,Digital Networks for PR,"Select Appropriate Digital Communication Strategies, Applications And Platforms For Given Scenarios And Explain Their Impacts On Decision-Making Identify And Segment Target Publics; Ethically Use Digital Analytics In PR Campaign Creation Apply Discipline-Appropriate Communication And Creative Problem-Solving Skills For A Specified Professional Outcome."
Media / Communications,"Message, Media and Political Communication",Discuss The Historical Overview Of The Use Of Media In Shaping Cultural And Political Thought. Demonstrate The Use Of Media By Creating A Fictional Political Communication Strategy. Judge The Benefits Of Media And The Impact On Political Communications. Describe The Challenges Associated With Modern Media And The Effect On Political Communications. Examine The Positive And Negative Uses Of Media In Various Contexts.
Media / Communications,Public Speaking,"Students Will Be Able To Examine And Apply The Theoretical Principles And Processes Of Public Speaking Students Will Be Able To Describe And Apply The Components Of Good Speech Design And Delivery Students Will Be Able To Objectively Critique The Public Speaking Performances Of Self And Others Students Will Be Able To Explain The Different Types Of Speeches And The Processes Of Critical Thinking And Critical Listening Students Will Be Able To Recognize Speech Anxiety And Employ Methods To Address It At The Introductory Skill Level, Student Learners Will Identify Various Communication Goals, Types Of Messages And Audiences And Will Successfully Develop, Support And Deliver Messages That Are Appropriate For A Prescribed Situation Or Audience."
Media / Communications,Communication 1,"Determine The Purpose And Target Audience For A Variety Of Communication Tasks. Select And Organize Information To Meet The Needs Of A Specific Audience. Make Information Understandable To Listeners And Readers. Write Clear, Concise And Grammatically Correct Sentences And Paragraphs. Use Language Effectively. Use An Appropriate Tone In Written And Oral Communications. Write Instructions And Describe Processes. Use Graphics Appropriately In Written And Oral Communications. Plan, Organize, And Deliver An Informative Oral Presentation On A Work-Related Topic."
Media / Communications,Public Speaking,"Demonstrate An Understanding Of The Foundational Models Of Communication. Apply Elements Of Audience Analysis. Demonstrate Ethical Speaking And Listening Skills By Analyzing Presentations For Evidence And Logic. Research, Develop And Deliver Extemporaneous Speeches With Effective Verbal And Nonverbal Techniques. Demonstrate Effective Usage Of Technology When Researching And/Or Presenting Speeches. Identify How Culture, Ethnicity And Gender Influence Communication. Develop Proficiency In Presenting A Variety Of Speeches As An Individual Or Group (E.G. Narrative, Informative Or Persuasive). Students Will Demonstrate Recognition And Understanding Of The Foundational Models Of Communication Through A Persuasive Speech Using A Specific Organizational Pattern. Students Will Demonstrate An Understanding Of How Culture, Ethnicity, And Gender Influence Communication Through Their Use Of Language In A Persuasive Speech Over A Social Issue. Communicate Effectively Both Orally And In Writing Produce Professional Visual Aids Using Presentation Software Ability To Work Both Independently And Collaboratively Produce Research Based On Evidence Construct A Sound Argument Demonstrate Critical Thinking Derive Information Through Independent And Collaborative Research Analyze Relevant Primary And Secondary Sources For Accuracy"
Media / Communications,INTRODUCTION TO COMMUNICATION,"Explain The Principles Of Human Communication And How They Are Affected By Culture, Perception, Listening, Self Concept, And Verbal And Nonverbal Messages. Evaluate Effective Listening And Conversation. Analyze The Development, Growth, And Maintenance Of Interpersonal Relationships. Identify The Techniques Of Managing Interpersonal Conflict. Apply Effective Small Group Communication Skills. Demonstrate Skills In Public Speaking. Employ The Basic Strategies And Methods Of Persuasion. Students Will Communicate Effectively. Students Will Apply Problem-Solving Strategies Effectively. Students Will Locate, Evaluate, And Use Information Effectively. Students Will Build Cultural Awareness To Navigate Cross-Cultural Differences. Students Will Demonstrate Knowledge, Skills, And Behaviors That Contribute To Professional Success."
Media / Communications,Intro to Speech,"Apply The Principles Of Human Communication Including: Perception, Verbal Communication, Nonverbal Communication, Listening, And Audience Analysis. Demonstrate How To Establish And Maintain Relationships Through The Use Of Interpersonal Communication. Apply Small Group Communication Skills Including: Problem Solving, Group Roles, Leadership Styles, And Cohesiveness. Develop, Research, Organize, And Deliver Formal Public Speeches. Recognize How To Communicate Within Diverse Environments. Demonstrate Understanding Of The Relevance Of Cross-Cultural, Co-Cultural, Gender, And Age Influences On Human Communication. Effectively Apply Communication Theories In The Analysis And Evaluation Of Communication Interactions. Effectively Participates In Dyadic And/Or Group Interactions."
Media / Communications,Public Speaking,"Students Will Develop And Deliver A Speech Appropriate To The Audience, Purpose, And Context. Demonstrate An Understanding Of The Foundational Models Of Communication. Apply Elements Of Audience Analysis. Demonstrate Ethical Speaking And Listening Skills By Analyzing Presentations For Evidence And Logic. Research, Develop And Deliver Extemporaneous Speeches With Effective Verbal And Nonverbal Techniques. Demonstrate Effective Usage Of Technology When Researching And/Or Presenting Speeches. Identify How Culture, Ethnicity And Gender Influence Communication. Develop Proficiency In Presenting A Variety Of Speeches As An Individual Or Group (E.G. Narrative, Informative Or Persuasive). Communication Skills - To Include Effective Development, Interpretation And Expression Of Ideas Through Written, Oral And Visual Communication Teamwork - To Include The Ability To Consider Different Points Of View And To Work Effectively With Others To Support A Shared Purpose Or Goal Personal Responsibility - To Include The Ability To Connect Choices, Actions And Consequences To Ethical Decision-Making Demonstrate An Understanding Of The Foundational Models Of Communication Informative Speech Approved Passing Standard On Institutional Rubric. Apply Elements Of Audience Analysis. Demonstrate Ethical Speaking And Listening Skills By Analyzing Presentations For Evidence And Logic Students Will Develop And Deliver A Speech Appropriate To The Audience, Purpose And Context Research, Develop And Deliver Extemporaneous Speeches With Effective Verbal And Nonverbal Techniques. Persuasive Speech Approved Passing Standard On Institutional Rubric. Demonstrate Effective Usage Of Technology When Researching And/Or Presenting Speeches Identify How Culture, Ethnicity And Gender Influence Communication. Develop Proficiency In Presenting A Variety Of Speeches As An Individual Or Group (E.G. Narrative, Informative Or Persuasive). Students Should Be Familiar With Foundational Communication Theories, Models, And Principles That Guide Human Interaction Across Various Contexts. Students Will Hone Their Active Listening Skills, Recognizing It As A Critical Component Of Effective Communication. Understand How The Principles Of Communication Are Applied In Various Contexts Like Interpersonal Relationships, Groups, Organizations, Cultures, And Mass Media."
Media / Communications,Intro To Public Speaking,"You Will Discuss The Various Forms Of Plagiarism. In Addition, You Will Discuss The Ethical Responsibilities Of A Rhetor In Not Manipulating An Audience. Discuss The Importance Of Specifying Audience And Purpose In Selecting Appropriate Communication Choices. Apply Appropriately Various Modes Of Expression In Written, Visual, And Oral Communication. Apply Basic Principles Of Critical Thinking, Problem Solving, And Technical Proficiency In The Development Of Exposition And Argument. Participate Effectively In Groups With Emphasis On Listening, Critical And Reflective Thinking, And Responding. Demonstrate Writing And Speaking Processes Through Invention, Organization, Drafting, Revision, Editing, And Presentation"
